 ________________________________________________________________________________________________________ 
|    Username / Q#->   |  28 |  29 |  30 |  31 |  32 |  33 |  34 |  35 |  36 |  37 | Last 10  |  Total   |
|       ansible47      |     |     |     |     |     |  D  |     |     |     |     |   0/1    |   1/3    |
|        arui091       |     |     |     |     |     |  A  |     |     |     |     |   0/1    |   0/1    |
|      BeeIll8276      |     |     |     |  C  |     |     |     |     |     |     |   1/1    |   1/1    |
|      Brass_Lion      |     |     |     |     |     |     |  B  |     |     |     |   1/1    |   1/1    |
|     bryanrgillis     |     |     |     |     |     |     |  B  |     |     |     |   1/1    |   1/1    |
|       Cahootie       |     |     |     |     |     |     |     |     |     |  B  |   0/1    |   0/1    |
| Careful_Educator_474 |     |     |     |     |     |     |     |     |     |  B  |   0/1    |   0/1    |
|       coreyrein      |     |     |  A  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|       Da_Bullss      |     |     |     |  C  |     |     |     |     |     |     |   1/1    |   1/1    |
|      Defreshs10      |     |     |     |  D  |     |     |     |     |     |     |   0/1    |   0/1    |
|       emillynge      |     |     |     |     |     |     |     |  A  |     |     |   1/1    |   1/1    |
|      felineswell     |  C  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|       freakers       |     |     |     |  C  |     |     |     |     |     |     |   1/1    |   1/1    |
|  GermanDeath-Reggae  |  C  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|        goibnu        |     |     |     |     |     |  D  |     |     |     |     |   0/1    |   0/1    |
| ImFeelingTheUte-iest |     |     |  A  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|         KWilt        |     |     |  A  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      lifeNthings     |     |     |     |     |     |     |     |     |     |  D  |   1/1    |   1/1    |
|      lionhardt13     |     |     |     |     |     |     |     |     |     |  B  |   0/1    |   0/1    |
|      LorePhoenix     |     |  B  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      majornugzz      |     |     |  A  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|   Material_Sock2843  |     |     |     |     |     |  D  |     |     |     |     |   0/1    |   0/1    |
|   Mathturbationist   |     |     |     |     |     |     |  B  |     |     |     |   1/1    |   1/1    |
| My_name_isOzymandias |  C  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      notforthee      |     |     |     |  C  |     |     |     |     |     |     |   1/1    |   1/1    |
|     OoopsWhoopsie    |     |  B  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|   OregonSmallClaims  |     |     |     |     |     |     |     |  A  |     |     |   1/1    |   1/1    |
| OverturnedAppleCart3 |  C  |     |     |     |     |     |     |     |     |     |   1/1    |   2/2    |
|     PaulSandwich     |  B  |     |     |     |     |     |     |     |     |     |   0/1    |   0/1    |
|    PhysicalAd1078    |  C  |     |     |     |     |     |     |     |     |     |   1/1    |   2/2    |
|       pmags3000      |     |     |     |     |     |     |     |     |     |  B  |   0/1    |   0/2    |
|        rctbob        |     |     |     |     |     |     |     |  A  |     |     |   1/1    |   1/1    |
|        roboats       |     |     |  A  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      Shadowfalx      |     |     |     |     |     |     |     |  A  |     |     |   1/1    |   1/1    |
|    shartweekondvd    |     |     |     |     |     |     |     |     |  A  |     |   1/1    |   1/1    |
|       slawcool       |  C  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|        smrn23        |  C  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|    SnooBananas3355   |     |     |     |  C  |     |     |     |     |     |     |   1/1    |   1/1    |
|   spartanofthenorth  |     |     |     |     |     |     |     |     |  A  |     |   1/1    |   1/1    |
|     Spinobreaker     |     |     |  D  |     |     |     |     |     |     |     |   0/1    |   0/1    |
|     SuperNinja74     |     |     |     |     |     |     |  D  |     |     |     |   0/1    |   0/1    |
|         tonei        |     |     |     |     |  D  |     |     |     |     |     |   1/1    |   1/1    |
|     Vault14Hunter    |     |     |     |     |  B  |     |     |     |     |     |   0/1    |   0/1    |
|     Windowpain43     |     |     |     |     |  D  |     |     |     |     |     |   1/1    |   1/1    |
|      yossi_peti      |     |     |     |  D  |     |     |     |     |     |     |   0/1    |   1/2    |
|--------------------------------------------------------------------------------------------------------|
|        Total:        |13/16|14/14|17/18|12/21|16/18|11/20|11/14|14/15|11/11| 8/17| 127/164  | 184/250  |
|--------------------------------------------------------------------------------------------------------|

