 ________________________________________________________________________________________________________ 
|    Username / Q#->   |  55 |  56 |  57 |  58 |  59 |  60 |  61 |  62 |  63 |  64 | Last 10  |  Total   |
|--------------------------------------------------------------------------------------------------------|
|    Correct Answer    |  A  |  B  |  D  |  B  |  B  |  A  |  D  |  B  |  B  |  A  |          |          |
|--------------------------------------------------------------------------------------------------------|
|    NegatronThomas    |  D  |  B  |  D  |  B  |  A  |  A  |  D  |  D  |  A  |  D  |   5/10   |  36/60   |
|  ThomasSecondChance  |  A  |  C  |  B  |  C  |  B  |  B  |  C  |  B  |  B  |  A  |   5/10   |  10/37   |
|      1Blackfaer      |     |     |     |     |     |     |     |  B  |     |  A  |   2/2    |   3/3    |
|     Apprentice57     |  D  |  B  |  D  |  A  |  B  |  A  |  D  |  B  |  B  |  D  |   7/10   |  32/52   |
|     Bukowskified     |  B  |  A  |  D  |  B  |  B  |  A  |  A  |  D  |  A  |  D  |   4/10   |  25/49   |
|  CharlesDickensABox  |  B  |  B  |     |     |  B  |     |     |     |     |     |   2/3    |  26/30   |
|      chayashida      |     |     |  D  |  B  |     |  A  |  D  |  B  |  A  |     |   5/6    |   6/8    |
|        chupa71       |     |     |     |     |  A  |  A  |     |     |     |     |   1/2    |   1/2    |
|        Eldias        |  A  |  B  |  D  |     |     |     |     |  B  |  D  |     |   4/5    |  15/20   |
|     fckinsurance     |     |     |     |     |     |  A  |  D  |  B  |     |     |   3/3    |   3/3    |
|   its_sandwich_time  |  D  |  B  |  D  |  B  |  B  |  D  |  C  |  B  |  B  |  A  |   7/10   |  32/41   |
|       jenjen047      |     |  A  |     |  B  |     |     |     |     |     |     |   1/2    |   1/2    |
|       MegaTrain      |  A  |     |  D  |     |     |     |     |     |  B  |     |   3/3    |   4/4    |
|    ninetyfourtales   |     |  B  |     |  C  |     |     |     |     |     |     |   1/2    |   1/2    |
|      Shadowfalx      |  D  |  A  |     |     |     |     |     |     |     |     |   0/2    |   1/3    |
|     takethebisque    |  A  |  B  |  D  |  B  |     |     |  D  |  B  |     |     |   6/6    |   7/7    |
|       TheoCaro       |     |     |     |     |     |     |  D  |  B  |     |     |   2/2    |   4/5    |
|   1Negative_Person   |     |     |     |  B  |     |     |     |     |     |     |   1/1    |   1/2    |
|         aspz         |     |     |     |  B  |     |     |     |     |     |     |   1/1    |   1/1    |
|   Cultural_Boat4007  |     |     |     |     |     |     |     |     |  B  |     |   1/1    |   1/1    |
|        Exelus        |     |     |  A  |     |     |     |     |     |     |     |   0/1    |   0/1    |
|       freakers       |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   2/2    |
|        giglia        |     |     |     |     |     |     |  A  |     |     |     |   0/1    |   8/10   |
|     hufflepuffin9    |     |     |     |     |     |  D  |     |     |     |     |   0/1    |   6/8    |
|      jasonrennie     |     |     |     |     |     |     |     |  A  |     |     |   0/1    |   1/2    |
|   NotmyrealNameJohn  |     |     |     |     |     |     |     |     |  B  |     |   1/1    |   1/1    |
|   NotmyRealNameJohn  |     |     |     |     |     |     |     |     |     |  A  |   1/1    |   1/1    |
|      p8ntballnxj     |     |     |     |     |  B  |     |     |     |     |     |   1/1    |   1/1    |
|    RebelStrategist   |     |  A  |     |     |     |     |     |     |     |     |   0/1    |   0/1    |
|      SenorGuero      |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/2    |
|   ShamelessAardvark  |     |  B  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|   Skeptical_Monkie   |     |     |     |     |     |     |     |     |     |  A  |   1/1    |   1/1    |
|  SleepytimeTeaBear01 |     |     |     |     |  B  |     |     |     |     |     |   1/1    |   1/1    |
|     vanburen1845     |     |     |     |     |     |  D  |     |     |     |     |   0/1    |   0/1    |
|      wrosecrans      |     |     |     |     |     |     |     |     |     |  A  |   1/1    |   1/1    |
|--------------------------------------------------------------------------------------------------------|
|        Total:        | 3/9 | 8/12| 8/9 | 8/10| 6/8 | 8/11| 6/9 | 8/11| 5/9 | 5/8 |  65/96   | 225/329  |
|--------------------------------------------------------------------------------------------------------|

