 ________________________________________________________________________________________________________ 
|    Username / Q#->   |  59 |  60 |  61 |  62 |  63 |  64 |  65 |  66 |  67 |  68 | Last 10  |  Total   |
|--------------------------------------------------------------------------------------------------------|
|    Correct Answer    |  B  |  A  |  D  |  B  |  B  |  A  |  B  |  B  |  C  |  D  |          |          |
|--------------------------------------------------------------------------------------------------------|
|    NegatronThomas    |  A  |  A  |  D  |  D  |  A  |  D  |  B  |  C  |  B  |  C  |   3/10   |  37/64   |
|  ThomasSecondChance  |  B  |  B  |  C  |  B  |  B  |  A  |  D  |  B  |  C  |  A  |   6/10   |  12/41   |
|      1Blackfaer      |     |     |     |  B  |     |  A  |  B  |     |     |     |   3/3    |   4/4    |
|     Apprentice57     |  B  |  A  |  D  |  B  |  B  |  D  |  C  |  B  |  D  |  C  |   6/10   |  33/56   |
|     Bukowskified     |  B  |  A  |  A  |  D  |  A  |  D  |  B  |     |     |  D  |   4/8    |  27/51   |
|  CharlesDickensABox  |  B  |     |     |     |     |     |     |     |  D  |  D  |   2/3    |  27/32   |
|      chayashida      |     |  A  |  D  |  B  |  A  |     |     |     |  D  |  C  |   3/6    |   6/10   |
|        chupa71       |  A  |  A  |     |     |     |     |     |     |     |     |   1/2    |   1/2    |
|        Eldias        |     |     |     |  B  |  D  |     |     |     |     |     |   1/2    |  15/20   |
|     fckinsurance     |     |  A  |  D  |  B  |     |     |  B  |     |     |     |   4/4    |   4/4    |
|        giglia        |     |     |  A  |     |     |     |     |     |     |  D  |   1/2    |   9/11   |
|   its_sandwich_time  |  B  |  D  |  C  |  B  |  B  |  A  |  B  |  B  |  B  |  A  |   6/10   |  34/45   |
|       MegaTrain      |     |     |     |     |  B  |     |     |     |     |  C  |   1/2    |   4/5    |
|   Skeptical_Monkie   |     |     |     |     |     |  A  |     |     |  D  |  D  |   2/3    |   2/3    |
|     takethebisque    |     |     |  D  |  B  |     |     |     |     |     |     |   2/2    |   7/7    |
|       TheoCaro       |     |     |  D  |  B  |     |     |     |     |  D  |  C  |   2/4    |   4/7    |
|      wrosecrans      |     |     |     |     |     |  A  |     |     |  D  |     |   1/2    |   1/2    |
|   Cultural_Boat4007  |     |     |     |     |  B  |     |     |     |     |     |   1/1    |   1/1    |
|     el_farmerino     |     |     |     |     |     |     |     |     |  B  |     |   0/1    |   0/1    |
|       freakers       |     |  A  |     |     |     |     |     |     |     |     |   1/1    |   2/2    |
|        Hirvox        |     |     |     |     |     |     |     |     |  D  |     |   0/1    |   0/1    |
|     hufflepuffin9    |     |  D  |     |     |     |     |     |     |     |     |   0/1    |   6/8    |
|      IMM_Austin      |     |     |     |     |     |     |     |     |     |  D  |   1/1    |   3/3    |
|      jasonrennie     |     |     |     |  A  |     |     |     |     |     |     |   0/1    |   1/2    |
|      MikeyMalloy     |     |     |     |     |     |     |     |     |  B  |     |   0/1    |   0/1    |
|   NotmyRealNameJohn  |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/1    |
|   NotmyrealNameJohn  |     |     |     |     |  B  |     |     |     |     |     |   1/1    |   1/1    |
|      p8ntballnxj     |  B  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|       pmags3000      |     |     |     |     |     |     |     |     |     |  C  |   0/1    |   0/3    |
| Professional_Law4639 |     |     |     |     |     |     |     |  B  |     |     |   1/1    |   1/1    |
|        rctbob        |     |     |     |     |     |     |     |  B  |     |     |   1/1    |   2/2    |
|      SenorGuero      |     |  A  |     |     |     |     |     |     |     |     |   1/1    |   1/2    |
|      Shadowfalx      |     |     |     |     |     |     |     |     |     |  C  |   0/1    |   1/4    |
|  SleepytimeTeaBear01 |  B  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|     SoloPorUnBeso    |     |     |     |     |     |     |     |     |  B  |     |   0/1    |   1/3    |
|  southernengineering |     |     |     |     |     |     |     |     |     |  D  |   1/1    |   1/1    |
| TearsFallWithoutTain |     |     |     |     |     |     |     |     |  C  |     |   1/1    |   1/1    |
|      TheButtonz      |     |     |     |     |     |     |     |  D  |     |     |   0/1    |   0/1    |
|       undiwahn       |     |     |     |     |     |     |     |     |  B  |     |   0/1    |   0/1    |
|     vanburen1845     |     |  D  |     |     |     |     |     |     |     |     |   0/1    |   0/1    |
|--------------------------------------------------------------------------------------------------------|
|        Total:        | 6/8 | 8/11| 6/9 | 8/11| 5/9 | 5/8 | 5/6 | 4/6 | 1/14| 6/14|  54/96   | 240/366  |
|--------------------------------------------------------------------------------------------------------|

