 ________________________________________________________________________________________________________ 
|    Username / Q#->   |  31 |  32 |  33 |  34 |  35 |  36 |  37 |  38 |  39 |  40 | Last 10  |  Total   |
|--------------------------------------------------------------------------------------------------------|
|    Correct Answer    |  C  |  D  |  C  |  B  |  A  |  A  |  D  |  D  |  C  |  B  |          |          |
|--------------------------------------------------------------------------------------------------------|
|    NegatronThomas    |  A  |  D  |  D  |  B  |  A  |  A  |  B  |  D  |  C  |  A  |   6/10   |  23/36   |
|  ThomasSecondChance  |  D  |  B  |  C  |  C  |  D  |  C  |  C  |  C  |  A  |  D  |   1/10   |   1/13   |
|     Apprentice57     |  D  |  D  |  C  |  C  |  A  |  A  |  B  |  D  |  C  |  D  |   6/10   |  18/28   |
| Background-House2313 |     |     |     |     |  A  |     |  B  |     |     |     |   1/2    |   1/2    |
|     Bukowskified     |  D  |  D  |  C  |  B  |  D  |  A  |  B  |  C  |  C  |  B  |   6/10   |  14/25   |
|  CharlesDickensABox  |  C  |  D  |  C  |  B  |     |  A  |  D  |  D  |  C  |  B  |   9/9    |  16/18   |
|       Da_Bullss      |  C  |     |     |     |     |     |     |  C  |     |     |   1/2    |   1/2    |
|        Eldias        |  C  |  D  |  B  |     |     |     |     |     |     |     |   2/3    |   6/7    |
|        emacs83       |     |     |     |     |     |  A  |  B  |     |     |     |   1/2    |   1/2    |
|        giglia        |  C  |     |  C  |     |     |     |  D  |     |     |     |   3/3    |   8/9    |
|       homininet      |  D  |  D  |  C  |  D  |  A  |     |     |     |     |     |   3/5    |   4/6    |
|     hufflepuffin9    |     |  D  |  C  |  B  |  A  |     |     |     |  C  |     |   5/5    |   5/5    |
|    Hungry-Back7489   |     |     |     |     |     |     |     |     |  C  |  B  |   2/2    |   2/2    |
|   its_sandwich_time  |  C  |  D  |  C  |  B  |  A  |  A  |  D  |  D  |  C  |  B  |  10/10   |  15/18   |
|     JagerVanKaas     |  C  |  D  |  C  |  B  |  A  |  A  |  D  |  D  |  C  |  D  |   9/10   |  20/22   |
|        jxb1978       |     |     |  D  |     |  A  |     |     |     |     |     |   1/2    |   1/2    |
|   Kind-Sherbet-7857  |     |  D  |  C  |     |     |     |     |     |     |     |   2/2    |   2/2    |
|    ModestPolarBear   |     |     |     |     |     |     |     |  D  |  C  |     |   2/2    |   2/2    |
|      ocher_stone     |     |     |     |     |     |     |  D  |  D  |  C  |     |   3/3    |   5/5    |
|      Oddly_Todd      |  D  |  D  |  D  |  B  |  A  |  A  |  D  |  C  |     |     |   5/8    |   5/8    |
|     PlanetStarbux    |     |  D  |  C  |     |     |     |     |     |     |     |   2/2    |   2/2    |
|  RestaurantNovel8927 |  C  |  D  |  D  |  B  |  A  |  A  |  D  |  D  |  C  |  B  |   9/10   |  11/12   |
|        tomksfw       |  C  |  B  |     |     |     |     |     |     |     |     |   1/2    |   1/2    |
|      yossi_peti      |  D  |     |     |     |     |     |     |     |  C  |  B  |   2/3    |   3/4    |
|       ansible47      |     |     |  D  |     |     |     |     |     |     |     |   0/1    |   1/3    |
|        arui091       |     |     |  A  |     |     |     |     |     |     |     |   0/1    |   0/1    |
|      BeeIll8276      |  C  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      Brass_Lion      |     |     |     |  B  |     |     |     |     |     |     |   1/1    |   1/1    |
|     bryanrgillis     |     |     |     |  B  |     |     |     |     |     |     |   1/1    |   1/1    |
|       Cahootie       |     |     |     |     |     |     |  B  |     |     |     |   0/1    |   0/1    |
| Careful_Educator_474 |     |     |     |     |     |     |  B  |     |     |     |   0/1    |   0/1    |
|      Defreshs10      |  D  |     |     |     |     |     |     |     |     |     |   0/1    |   0/1    |
|      DerekLChase     |  D  |     |     |     |     |     |     |     |     |     |   0/1    |   1/2    |
