 ________________________________________________________________________________________________________ 
|    Username / Q#->   |  25 |  26 |  27 |  28 |  29 |  30 |  31 |  32 |  33 |  34 | Last 10  |  Total   |
|     PlanetStarbux    |     |     |     |     |     |     |     |  D  |  C  |     |   2/2    |   2/2    |
|        poored1       |     |     |     |     |     |  A  |  D  |     |     |     |   1/2    |   1/2    |
|  RestaurantNovel8927 |     |     |     |     |  B  |  A  |  C  |  D  |  D  |  B  |   5/6    |   5/6    |
| Succ_Semper_Tyrannis |     |     |     |  C  |  B  |     |     |     |     |     |   2/2    |   2/2    |
|        tomksfw       |     |     |     |     |     |     |  C  |  B  |     |     |   1/2    |   1/2    |
|      yossi_peti      |     |     |  A  |     |     |     |  D  |     |     |     |   1/2    |   1/2    |
|       505Films       |     |     |  A  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|   AmbulanceChaser12  |     |     |  A  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|        arui091       |     |     |     |     |     |     |     |     |  A  |     |   0/1    |   0/1    |
|      BeeIll8276      |     |     |     |     |     |     |  C  |     |     |     |   1/1    |   1/1    |
|      Brass_Lion      |     |     |     |     |     |     |     |     |     |  B  |   1/1    |   1/1    |
|     bryanrgillis     |     |     |     |     |     |     |     |     |     |  B  |   1/1    |   1/1    |
|       coreyrein      |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/1    |
|       Da_Bullss      |     |     |     |     |     |     |  C  |     |     |     |   1/1    |   1/1    |
|      Defreshs10      |     |     |     |     |     |     |  D  |     |     |     |   0/1    |   0/1    |
|       demitris       |     |  D  |     |     |     |     |     |     |     |     |   0/1    |   0/1    |
|      felineswell     |     |     |     |  C  |     |     |     |     |     |     |   1/1    |   1/1    |
|       freakers       |     |     |     |     |     |     |  C  |     |     |     |   1/1    |   1/1    |
|  GermanDeath-Reggae  |     |     |     |  C  |     |     |     |     |     |     |   1/1    |   1/1    |
|        goibnu        |     |     |     |     |     |     |     |     |  D  |     |   0/1    |   0/1    |
| ImFeelingTheUte-iest |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/1    |
|        jxb1978       |     |     |     |     |     |     |     |     |  D  |     |   0/1    |   0/1    |
|         KWilt        |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/1    |
|      LorePhoenix     |     |     |     |     |  B  |     |     |     |     |     |   1/1    |   1/1    |
|      majornugzz      |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/1    |
|   Material_Sock2843  |     |     |     |     |     |     |     |     |  D  |     |   0/1    |   0/1    |
|   Mathturbationist   |     |     |     |     |     |     |     |     |     |  B  |   1/1    |   1/1    |
| My_name_isOzymandias |     |     |     |  C  |     |     |     |     |     |     |   1/1    |   1/1    |
|      notforthee      |     |     |     |     |     |     |  C  |     |     |     |   1/1    |   1/1    |
|      ocher_stone     |     |     |     |     |  B  |     |     |     |     |     |   1/1    |   2/2    |
|     OoopsWhoopsie    |     |     |     |     |  B  |     |     |     |     |     |   1/1    |   1/1    |
|     PaulSandwich     |     |     |     |  B  |     |     |     |     |     |     |   0/1    |   0/1    |
|       pmags3000      |     |     |  B  |     |     |     |     |     |     |     |   0/1    |   0/1    |
|        roboats       |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/1    |
|       slawcool       |     |     |     |  C  |     |     |     |     |     |     |   1/1    |   1/1    |
|        smrn23        |     |     |     |  C  |     |     |     |     |     |     |   1/1    |   1/1    |
|    SnooBananas3355   |     |     |     |     |     |     |  C  |     |     |     |   1/1    |   1/1    |
|    Spallanzani333    |     |     |  D  |     |     |     |     |     |     |     |   0/1    |   0/1    |
|     Spinobreaker     |     |     |     |     |     |  D  |     |     |     |     |   0/1    |   0/1    |
|     SuperNinja74     |     |     |     |     |     |     |     |     |     |  D  |   0/1    |   0/1    |
|         tonei        |     |     |     |     |     |     |     |  D  |     |     |   1/1    |   1/1    |
|     Vault14Hunter    |     |     |     |     |     |     |     |  B  |     |     |   0/1    |   0/1    |
|     Windowpain43     |     |     |     |     |     |     |     |  D  |     |     |   1/1    |   1/1    |
|--------------------------------------------------------------------------------------------------------|
|        Total:        | 1/1 | 1/6 |11/14|13/16|14/14|17/18|12/21|16/18|11/20|11/14| 107/142  | 153/211  |
|--------------------------------------------------------------------------------------------------------|

