 ________________________________________________________________________________________________________ 
|    Username / Q#->   |  37 |  38 |  39 |  40 |  41 |  42 |  43 |  44 |  45 |  46 | Last 10  |  Total   |
|        giglia        |  D  |     |     |     |     |     |     |     |     |     |   1/1    |   8/9    |
|    GoblinLapidary    |     |     |     |     |     |  D  |     |     |     |     |   0/1    |   0/1    |
|     Grummblegruff    |     |     |     |     |     |     |     |     |  A  |     |   0/1    |   0/1    |
|     holierthanmao    |     |     |     |  D  |     |     |     |     |     |     |   0/1    |   0/1    |
|     hufflepuffin     |     |     |     |     |     |     |     |     |     |  D  |   1/1    |   1/1    |
| Immature_20_year_Old |     |     |     |     |     |     |     |  B  |     |     |   1/1    |   1/1    |
|      jasonrennie     |     |     |     |     |     |     |     |     |  C  |     |   1/1    |   1/1    |
|     jose_can_u_c     |     |     |  C  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      lifeNthings     |  D  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      lionhardt13     |  B  |     |     |     |     |     |     |     |     |     |   0/1    |   0/1    |
|      mjmcfall88      |     |     |     |     |     |     |     |  D  |     |     |   0/1    |   0/1    |
|   MuzzledScreaming   |     |     |     |     |     |  D  |     |     |     |     |   0/1    |   0/1    |
|        Oren72        |     |     |     |     |     |     |     |     |  D  |     |   0/1    |   0/1    |
|  OverturnedApleCart3 |     |     |     |     |     |     |  C  |     |     |     |   1/1    |   1/1    |
|      panda12291      |     |     |     |     |     |     |     |     |     |  D  |   1/1    |   1/1    |
|     PlanetStarbux    |     |     |     |     |  C  |     |     |     |     |     |   1/1    |   3/3    |
|       pmags3000      |  B  |     |     |     |     |     |     |     |     |     |   0/1    |   0/2    |
|  SayNoToMAGAFascists |     |     |     |     |     |     |     |     |  A  |     |   0/1    |   0/1    |
|       SGDrummer      |     |     |  C  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|    shartweekondvd    |     |     |     |     |     |     |     |     |  A  |     |   0/1    |   1/2    |
|     Spinobreaker     |     |  D  |     |     |     |     |     |     |     |     |   1/1    |   1/2    |
|     stevenxdavis     |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/1    |
|      techie2001      |     |     |     |     |     |     |     |     |  C  |     |   1/1    |   1/1    |
|      VPBusiness      |     |     |     |     |     |     |     |     |  C  |     |   1/1    |   1/1    |
|--------------------------------------------------------------------------------------------------------|
|        Total:        | 8/17| 9/12|15/15| 7/11|10/10| 7/12| 6/9 | 1/14| 7/15|11/13|  81/128  | 209/298  |
|--------------------------------------------------------------------------------------------------------|

