 ________________________________________________________________________________________________________ 
|    Username / Q#->   |  30 |  31 |  32 |  33 |  34 |  35 |  36 |  37 |  38 |  39 | Last 10  |  Total   |
|--------------------------------------------------------------------------------------------------------|
|    Correct Answer    |  A  |  C  |  D  |  C  |  B  |  A  |  A  |  D  |  D  |  C  |          |          |
|--------------------------------------------------------------------------------------------------------|
|    NegatronThomas    |  A  |  A  |  D  |  D  |  B  |  A  |  A  |  B  |  D  |  C  |   7/10   |  23/35   |
|  ThomasSecondChance  |  C  |  D  |  B  |  C  |  C  |  D  |  C  |  C  |  C  |  A  |   1/10   |   1/12   |
|     Apprentice57     |  A  |  D  |  D  |  C  |  C  |  A  |  A  |  B  |  D  |  C  |   7/10   |  18/27   |
| Background-House2313 |     |     |     |     |     |  A  |     |  B  |     |     |   1/2    |   1/2    |
|     Bukowskified     |  A  |  D  |  D  |  C  |  B  |  D  |  A  |  B  |  C  |  C  |   6/10   |  13/24   |
|  CharlesDickensABox  |  A  |  C  |  D  |  C  |  B  |     |  A  |  D  |  D  |  C  |   9/9    |  15/17   |
|       Da_Bullss      |     |  C  |     |     |     |     |     |     |  C  |     |   1/2    |   1/2    |
|      DerekLChase     |  A  |  D  |     |     |     |     |     |     |     |     |   1/2    |   1/2    |
|        Eldias        |  A  |  C  |  D  |  B  |     |     |     |     |     |     |   3/4    |   6/7    |
|        emacs83       |     |     |     |     |     |     |  A  |  B  |     |     |   1/2    |   1/2    |
|        giglia        |     |  C  |     |  C  |     |     |     |  D  |     |     |   3/3    |   8/9    |
|       homininet      |  A  |  D  |  D  |  C  |  D  |  A  |     |     |     |     |   4/6    |   4/6    |
|     hufflepuffin9    |     |     |  D  |  C  |  B  |  A  |     |     |     |  C  |   5/5    |   5/5    |
|   its_sandwich_time  |  A  |  C  |  D  |  C  |  B  |  A  |  A  |  D  |  D  |  C  |  10/10   |  14/17   |
|     JagerVanKaas     |  A  |  C  |  D  |  C  |  B  |  A  |  A  |  D  |  D  |  C  |  10/10   |  20/21   |
|       jimillett      |  A  |     |     |  C  |     |     |     |     |     |     |   2/2    |   3/3    |
|        jxb1978       |     |     |     |  D  |     |  A  |     |     |     |     |   1/2    |   1/2    |
|   Kind-Sherbet-7857  |     |     |  D  |  C  |     |     |     |     |     |     |   2/2    |   2/2    |
|    ModestPolarBear   |     |     |     |     |     |     |     |     |  D  |  C  |   2/2    |   2/2    |
|      ocher_stone     |     |     |     |     |     |     |     |  D  |  D  |  C  |   3/3    |   5/5    |
|      Oddly_Todd      |     |  D  |  D  |  D  |  B  |  A  |  A  |  D  |  C  |     |   5/8    |   5/8    |
|     PlanetStarbux    |     |     |  D  |  C  |     |     |     |     |     |     |   2/2    |   2/2    |
|        poored1       |  A  |  D  |     |     |     |     |     |     |     |     |   1/2    |   1/2    |
|  RestaurantNovel8927 |  A  |  C  |  D  |  D  |  B  |  A  |  A  |  D  |  D  |  C  |   9/10   |  10/11   |
|     Spinobreaker     |  D  |     |     |     |     |     |     |     |  D  |     |   1/2    |   1/2    |
|        tomksfw       |     |  C  |  B  |     |     |     |     |     |     |     |   1/2    |   1/2    |
|      yossi_peti      |     |  D  |     |     |     |     |     |     |     |  C  |   1/2    |   2/3    |
|       ansible47      |     |     |     |  D  |     |     |     |     |     |     |   0/1    |   1/3    |
|        arui091       |     |     |     |  A  |     |     |     |     |     |     |   0/1    |   0/1    |
|      BeeIll8276      |     |  C  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      Brass_Lion      |     |     |     |     |  B  |     |     |     |     |     |   1/1    |   1/1    |
|     bryanrgillis     |     |     |     |     |  B  |     |     |     |     |     |   1/1    |   1/1    |
|       Cahootie       |     |     |     |     |     |     |     |  B  |     |     |   0/1    |   0/1    |
| Careful_Educator_474 |     |     |     |     |     |     |     |  B  |     |     |   0/1    |   0/1    |
|       coreyrein      |  A  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      Defreshs10      |     |  D  |     |     |     |     |     |     |     |     |   0/1    |   0/1    |
|       emillynge      |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/1    |
|       freakers       |     |  C  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|        goibnu        |     |     |     |  D  |     |     |     |     |     |     |   0/1    |   0/1    |
|    Hungry-Back7489   |     |     |     |     |     |     |     |     |     |  C  |   1/1    |   1/1    |
|    i_am_voldemort    |     |     |  D  |     |     |     |     |     |     |     |   1/1    |   2/2    |
| ImFeelingTheUte-iest |  A  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|     jose_can_u_c     |     |     |     |     |     |     |     |     |     |  C  |   1/1    |   1/1    |
|         KWilt        |  A  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      lifeNthings     |     |     |     |     |     |     |     |  D  |     |     |   1/1    |   1/1    |
|      lionhardt13     |     |     |     |     |     |     |     |  B  |     |     |   0/1    |   0/1    |
|      majornugzz      |  A  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|   Material_Sock2843  |     |     |     |  D  |     |     |     |     |     |     |   0/1    |   0/1    |
|   Mathturbationist   |     |     |     |     |  B  |     |     |     |     |     |   1/1    |   1/1    |
|      notforthee      |     |  C  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|   OregonSmallClaims  |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/1    |
|       pmags3000      |     |     |     |     |     |     |     |  B  |     |     |   0/1    |   0/2    |
|        rctbob        |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/1    |
|        roboats       |  A  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|       SGDrummer      |     |     |     |     |     |     |     |     |     |  C  |   1/1    |   1/1    |
|      Shadowfalx      |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/1    |
|    shartweekondvd    |     |     |     |     |     |     |  A  |     |     |     |   1/1    |   1/1    |
|    SnooBananas3355   |     |  C  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|   spartanofthenorth  |     |     |     |     |     |     |  A  |     |     |     |   1/1    |   1/1    |
|     SuperNinja74     |     |     |     |     |  D  |     |     |     |     |     |   0/1    |   0/1    |
|       TheoCaro       |     |     |     |     |     |     |     |     |     |  C  |   1/1    |   1/1    |
|         tonei        |     |     |  D  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|     Vault14Hunter    |     |     |  B  |     |     |     |     |     |     |     |   0/1    |   0/1    |
|     Windowpain43     |     |     |  D  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|--------------------------------------------------------------------------------------------------------|
|        Total:        |17/18|12/21|16/18|11/20|11/14|14/15|11/11| 8/17| 9/12|15/15| 124/161  | 193/261  |
|--------------------------------------------------------------------------------------------------------|

