 ________________________________________________________________________________________________________ 
|    Username / Q#->   |  29 |  30 |  31 |  32 |  33 |  34 |  35 |  36 |  37 |  38 | Last 10  |  Total   |
|--------------------------------------------------------------------------------------------------------|
|    Correct Answer    |  B  |  A  |  C  |  D  |  C  |  B  |  A  |  A  |  D  |  D  |          |          |
|--------------------------------------------------------------------------------------------------------|
|    NegatronThomas    |  B  |  A  |  A  |  D  |  D  |  B  |  A  |  A  |  B  |  D  |   7/10   |  22/34   |
|  ThomasSecondChance  |  D  |  C  |  D  |  B  |  C  |  C  |  D  |  C  |  C  |  C  |   1/10   |   1/11   |
|     Apprentice57     |  B  |  A  |  D  |  D  |  C  |  C  |  A  |  A  |  B  |  D  |   7/10   |  17/26   |
| Background-House2313 |     |     |     |     |     |     |  A  |     |  B  |     |   1/2    |   1/2    |
|     Bukowskified     |  B  |  A  |  D  |  D  |  C  |  B  |  D  |  A  |  B  |  C  |   6/10   |  12/23   |
|  CharlesDickensABox  |  B  |  A  |  C  |  D  |  C  |  B  |     |  A  |  D  |  D  |   9/9    |  14/16   |
|       Da_Bullss      |     |     |  C  |     |     |     |     |     |     |  C  |   1/2    |   1/2    |
|      DerekLChase     |     |  A  |  D  |     |     |     |     |     |     |     |   1/2    |   1/2    |
|        Eldias        |  B  |  A  |  C  |  D  |  B  |     |     |     |     |     |   4/5    |   6/7    |
|        emacs83       |     |     |     |     |     |     |     |  A  |  B  |     |   1/2    |   1/2    |
|        giglia        |     |     |  C  |     |  C  |     |     |     |  D  |     |   3/3    |   8/9    |
|       homininet      |     |  A  |  D  |  D  |  C  |  D  |  A  |     |     |     |   4/6    |   4/6    |
|     hufflepuffin9    |     |     |     |  D  |  C  |  B  |  A  |     |     |     |   4/4    |   4/4    |
|    i_am_voldemort    |  B  |     |     |  D  |     |     |     |     |     |     |   2/2    |   2/2    |
|   its_sandwich_time  |  B  |  A  |  C  |  D  |  C  |  B  |  A  |  A  |  D  |  D  |  10/10   |  13/16   |
|     JagerVanKaas     |  B  |  A  |  C  |  D  |  C  |  B  |  A  |  A  |  D  |  D  |  10/10   |  19/20   |
|       jimillett      |     |  A  |     |     |  C  |     |     |     |     |     |   2/2    |   3/3    |
|        jxb1978       |     |     |     |     |  D  |     |  A  |     |     |     |   1/2    |   1/2    |
|   Kind-Sherbet-7857  |     |     |     |  D  |  C  |     |     |     |     |     |   2/2    |   2/2    |
|      ocher_stone     |  B  |     |     |     |     |     |     |     |  D  |  D  |   3/3    |   4/4    |
|      Oddly_Todd      |     |     |  D  |  D  |  D  |  B  |  A  |  A  |  D  |  C  |   5/8    |   5/8    |
|     PlanetStarbux    |     |     |     |  D  |  C  |     |     |     |     |     |   2/2    |   2/2    |
|        poored1       |     |  A  |  D  |     |     |     |     |     |     |     |   1/2    |   1/2    |
|  RestaurantNovel8927 |  B  |  A  |  C  |  D  |  D  |  B  |  A  |  A  |  D  |  D  |   9/10   |   9/10   |
|     Spinobreaker     |     |  D  |     |     |     |     |     |     |     |  D  |   1/2    |   1/2    |
|        tomksfw       |     |     |  C  |  B  |     |     |     |     |     |     |   1/2    |   1/2    |
|       ansible47      |     |     |     |     |  D  |     |     |     |     |     |   0/1    |   1/3    |
|        arui091       |     |     |     |     |  A  |     |     |     |     |     |   0/1    |   0/1    |
|      BeeIll8276      |     |     |  C  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      Brass_Lion      |     |     |     |     |     |  B  |     |     |     |     |   1/1    |   1/1    |
|     bryanrgillis     |     |     |     |     |     |  B  |     |     |     |     |   1/1    |   1/1    |
|       Cahootie       |     |     |     |     |     |     |     |     |  B  |     |   0/1    |   0/1    |
| Careful_Educator_474 |     |     |     |     |     |     |     |     |  B  |     |   0/1    |   0/1    |
|       coreyrein      |     |  A  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      Defreshs10      |     |     |  D  |     |     |     |     |     |     |     |   0/1    |   0/1    |
